concept,code,name,level,parent
nace_r2,A,"Agriculture, forestry and fishing",1,NULL
nace_r2,A-S,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),0,NULL
nace_r2,A-T,All NACE activities (except extra-territorial organisations and bodies),0,NULL
nace_r2,A01,"Crop and animal production, hunting and related service activities",2,A
nace_r2,A011,Growing of non-perennial crops,3,A01
nace_r2,A0111,"Growing of cereals (except rice), leguminous crops and oil seeds",4,A011
nace_r2,A0112,Growing of rice,4,A011
nace_r2,A0113,"Growing of vegetables and melons, roots and tubers",4,A011
nace_r2,A0114,Growing of sugar cane,4,A011
nace_r2,A0115,Growing of tobacco,4,A011
nace_r2,A0116,Growing of fibre crops,4,A011
nace_r2,A0119,Growing of other non-perennial crops,4,A011
nace_r2,A012,Growing of perennial crops,3,A01
nace_r2,A0121,Growing of grapes,4,A012
nace_r2,A0122,Growing of tropical and subtropical fruits,4,A012
nace_r2,A0123,Growing of citrus fruits,4,A012
nace_r2,A0124,Growing of pome fruits and stone fruits,4,A012
nace_r2,A0125,Growing of other tree and bush fruits and nuts,4,A012
nace_r2,A0126,Growing of oleaginous fruits,4,A012
nace_r2,A0127,Growing of beverage crops,4,A012
nace_r2,A0128,"Growing of spices, aromatic, drug and pharmaceutical crops",4,A012
nace_r2,A0129,Growing of other perennial crops,4,A012
nace_r2,A013,Plant propagation,3,A01
nace_r2,A0130,Plant propagation,4,A013
nace_r2,A014,Animal production,3,A01
nace_r2,A0141,Raising of dairy cattle,4,A014
nace_r2,A0142,Raising of other cattle and buffaloes,4,A014
nace_r2,A0143,Raising of horses and other equines,4,A014
nace_r2,A0144,Raising of camels and camelids,4,A014
nace_r2,A0145,Raising of sheep and goats,4,A014
nace_r2,A0146,Raising of swine/pigs,4,A014
nace_r2,A0147,Raising of poultry,4,A014
nace_r2,A0149,Raising of other animals,4,A014
nace_r2,A015,Mixed farming,3,A01
nace_r2,A0150,Mixed farming,4,A015
nace_r2,A016,Support activities to agriculture and post-harvest crop activities,3,A01
nace_r2,A0161,Support activities for crop production,4,A016
nace_r2,A0162,Support activities for animal production,4,A016
nace_r2,A0163,Post-harvest crop activities,4,A016
nace_r2,A0164,Seed processing for propagation,4,A016
nace_r2,A017,"Hunting, trapping and related service activities",3,A01
nace_r2,A0170,"Hunting, trapping and related service activities",4,A017
nace_r2,A01_A02,Agriculture and forestry,0,NULL
nace_r2,A01_A02_X_A017,Agriculture and forestry (except hunting),0,NULL
nace_r2,A01_A03_FOOD,"Primary production of food - agriculture, fishing and aquaculture",0,NULL
nace_r2,A01_IRR,Irrigation in agriculture,0,NULL
nace_r2,A02,Forestry and logging,2,A
nace_r2,A021,Silviculture and other forestry activities,3,A02
nace_r2,A0210,Silviculture and other forestry activities,4,A021
nace_r2,A022,Logging,3,A02
nace_r2,A0220,Logging,4,A022
nace_r2,A023,Gathering of wild growing non-wood products,3,A02
nace_r2,A0230,Gathering of wild growing non-wood products,4,A023
nace_r2,A024,Support services to forestry,3,A02
nace_r2,A0240,Support services to forestry,4,A024
nace_r2,A03,Fishing and aquaculture,2,A
nace_r2,A031,Fishing,3,A03
nace_r2,A0311,Marine fishing,4,A031
nace_r2,A0312,Freshwater fishing,4,A031
nace_r2,A032,Aquaculture,3,A03
nace_r2,A0321,Marine aquaculture,4,A032
nace_r2,A0322,Freshwater aquaculture,4,A032
nace_r2,AFT,"Agriculture, fishing and transport (except railways) - AFT",0,NULL
nace_r2,A_B,"Agriculture, forestry and fishing; mining and quarrying",0,NULL
nace_r2,A_C-N,Agriculture; industry and construction (except mining); services of the business economy,0,NULL
nace_r2,A_EP_OTH,"Agriculture, forestry and fishing; other business sectors (mainly A, E38.3, F41 to U except O)",0,NULL
nace_r2,A_F_H-U,All NACE activities (except industry; wholesale and retail trade; repair of motor vehicles and motorcycles),0,NULL
nace_r2,B,Mining and quarrying,1,NULL
nace_r2,B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",0,NULL
nace_r2,B-D_F,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; construction",0,NULL
nace_r2,B-D_X_FOOD,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply (except food, beverages and tobacco)",0,NULL
nace_r2,B-E,Industry (except construction),0,NULL
nace_r2,B-E36,"Industry (except construction, sewerage, waste management and remediation activities)",0,NULL
nace_r2,B-E36_F,"Industry and construction (except sewerage, waste management and remediation activities)",0,NULL
nace_r2,B-E36_X_FOOD,"Industry (except construction, sewerage, waste management and remediation activities), except food, beverages and tobacco",0,NULL
nace_r2,B-F,Industry and construction,0,NULL
nace_r2,B-F_X_C,Industry and construction (except manufacturing),0,NULL
nace_r2,B-F_X_D,"Industry and construction (except electricity, gas, steam and air conditioning supply)",0,NULL
nace_r2,B-M71_INN,Innovation core activities (Com.Reg. 1450/2004),0,NULL
nace_r2,B-M73_INN,Economic activities covered by CIS regulation,0,NULL
nace_r2,B-N,Business economy,0,NULL
nace_r2,B-N_R_S,"Business economy; arts, entertainment and recreation; other service activities",0,NULL
nace_r2,B-N_S95,"Total business economy; repair of computers, personal and household goods",0,NULL
nace_r2,B-N_S95_X_K,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",0,NULL
nace_r2,B-N_X_K,Total business economy except financial and insurance activities,0,NULL
nace_r2,B-N_X_K642,Business economy except activities of holding companies,0,NULL
nace_r2,B-S,"Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",0,NULL
nace_r2,B-S_X_C_G_O_S94,"Industry, construction and market services (except manufacturing; wholesale and retail trade and repair of motor vehicles and motorcycles; public administration and defence; compulsory social security; activities of membership organisations)",0,NULL
nace_r2,B-S_X_K642,"Industry, construction and services except activities of holding companies",0,NULL
nace_r2,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",0,NULL
nace_r2,B-S_X_O_S94,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",0,NULL
nace_r2,B-S_X_S94,"Industry, construction and market services (except activities of membership organisations)",0,NULL
nace_r2,B-T,"Industry, construction and services (except extra-territorial organisations and bodies)",0,NULL
nace_r2,B-U,"Industry, construction and services",0,NULL
nace_r2,B05,Mining of coal and lignite,2,B
nace_r2,B051,Mining of hard coal,3,B05
nace_r2,B0510,Mining of hard coal,4,B051
nace_r2,B052,Mining of lignite,3,B05
nace_r2,B0520,Mining of lignite,4,B052
nace_r2,B06,Extraction of crude petroleum and natural gas,2,B
nace_r2,B06-B09,"Mining and quarrying, except mining of coal and lignite",0,NULL
nace_r2,B061,Extraction of crude petroleum,3,B06
nace_r2,B0610,Extraction of crude petroleum,4,B061
nace_r2,B062,Extraction of natural gas,3,B06
nace_r2,B0620,Extraction of natural gas,4,B062
nace_r2,B06_B09,"""Extraction of crude petroleum and natural gas; mining support service activities""",0,NULL
nace_r2,B07,Mining of metal ores,2,B
nace_r2,B07-B09_X_EPRD,"Mining, quarrying and mining support service activities except those related to energy products (uranium and thorium ores, peat, petroleum and natural gas)",0,NULL
nace_r2,B071,Mining of iron ores,3,B07
nace_r2,B0710,Mining of iron ores,4,B071
nace_r2,B072,Mining of non-ferrous metal ores,3,B07
nace_r2,B0721,Mining of uranium and thorium ores,4,B072
nace_r2,B0729,Mining of other non-ferrous metal ores,4,B072
nace_r2,B07_X_B0721,Mining of metal ores except mining of uranium and thorium ores,0,NULL
nace_r2,B08,Other mining and quarrying,2,B
nace_r2,B081,"Quarrying of stone, sand and clay",3,B08
nace_r2,B0811,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",4,B081
nace_r2,B0812,"""Operation of gravel and sand pits; mining of clays and kaolin""",4,B081
nace_r2,B089,Mining and quarrying n.e.c.,3,B08
nace_r2,B0891,Mining of chemical and fertiliser minerals,4,B089
nace_r2,B0892,Extraction of peat,4,B089
nace_r2,B0893,Extraction of salt,4,B089
nace_r2,B0899,Other mining and quarrying n.e.c.,4,B089
nace_r2,B08_X_B0892,Other mining and quarrying except extraction of peat,0,NULL
nace_r2,B09,Mining support service activities,2,B
nace_r2,B091,Support activities for petroleum and natural gas extraction,3,B09
nace_r2,B0910,Support activities for petroleum and natural gas extraction,4,B091
nace_r2,B099,Support activities for other mining and quarrying,3,B09
nace_r2,B0990,Support activities for other mining and quarrying,4,B099
nace_r2,B_C,Mining and quarrying; manufacturing,0,NULL
nace_r2,B_C_X_FD_MIG_NRG,"Mining and quarrying; manufacturing (except MIG energy), except food, beverages and tobacco",0,NULL
nace_r2,B_C_X_FOOD,"Mining and quarrying; manufacturing (except food, beverages and tobacco)",0,NULL
nace_r2,B_C_X_MIG_NRG,Mining and quarrying; manufacturing (except MIG energy),0,NULL
nace_r2,B_D-F_XB0721,"Mining and quarrying, electricity, gas, water supply, construction (except mining of uranium)",0,NULL
nace_r2,B_D_E,"Mining and quarrying; electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management and remediation activities",0,NULL
nace_r2,C,Manufacturing,1,NULL
nace_r2,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",0,NULL
nace_r2,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",0,NULL
nace_r2,C10,Manufacture of food products,2,C
nace_r2,C10-C12,Manufacture of food products; beverages and tobacco products,0,NULL
nace_r2,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",0,NULL
nace_r2,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",0,NULL
nace_r2,C101,Processing and preserving of meat and production of meat products,3,C10
nace_r2,C1011,Processing and preserving of meat,4,C101
nace_r2,C1012,Processing and preserving of poultry meat,4,C101
nace_r2,C1013,Production of meat and poultry meat products,4,C101
